"LON" "LAT"
NA NA
-1.16422 50.8174
-1.11358 50.8193
-1.13916 50.8637
-1.11101 50.862
-1.08006 50.8639
-1.02095 50.8622
-0.992823 50.864
-0.964691 50.8659
-0.936539 50.8642
-0.908397 50.8642
-0.874534 50.8483
-0.846371 50.8448
-0.812641 50.852
-0.865948 50.8235
-0.882699 50.8003
-0.843239 50.7897
-0.820632 50.7738
-0.795222 50.7596
-0.767091 50.7614
-0.772863 50.7863
-0.753256 50.8024
-0.719414 50.79
-0.660366 50.799
-0.620977 50.8009
-0.590104 50.8152
-0.556343 50.8171
-0.528212 50.8189
-0.477526 50.8137
-0.449404 50.8173
-0.398789 50.8246
-0.370668 50.8282
-0.342525 50.8282
-0.308797 50.8354
-0.249699 50.8356
-0.213155 50.8427
-0.185002 50.841
-0.145593 50.8393
-0.0751457 50.8235
-0.0357161 50.8183
-0.00754261 50.813
0.0375357 50.8042
0.0629139 50.7954
0.102386 50.783
0.130548 50.7795
0.155937 50.7689
0.189729 50.7654
0.234818 50.7548
0.27135 50.7638
0.29939 50.7817
0.316194 50.796
0.352633 50.8209
0.420082 50.8371
0.450997 50.8443
0.484707 50.855
0.529734 50.8551
0.557855 50.8587
0.597223 50.8642
0.63655 50.8767
0.667383 50.8981
0.709463 50.9212
0.746006 50.9284
0.771262 50.9409
0.81064 50.9445
0.855667 50.9446
0.88949 50.9358
0.926074 50.9359
0.954165 50.9448
0.965299 50.9661
0.967917 50.9998
1.00987 51.0442
1.04908 51.0779
1.02103 51.0619
1.05468 51.0832
1.08276 51.0938
1.1249 51.1063
1.17271 51.1117
1.20087 51.1082
1.23173 51.1242
1.27953 51.1314
1.31611 51.1332
1.34976 51.1545
1.39457 51.1917
1.40279 51.2287
1.39704 51.2498
1.39123 51.2815
1.37415 51.3149
1.36834 51.3465
1.40204 51.3572
1.42733 51.3642
1.43567 51.3818
1.43551 51.4099
1.39048 51.4098
1.35953 51.408
1.31733 51.4062
1.28922 51.4008
1.26109 51.399
1.20199 51.3988
1.1542 51.39
1.09509 51.3916
1.04451 51.3792
0.99952 51.3721
0.937659 51.3631
0.903909 51.3595
0.875736 51.3647
0.836286 51.3734
0.808135 51.3751
0.76589 51.3803
0.751727 51.3961
0.726296 51.4136
0.700855 51.4328
0.667229 51.4082
0.625006 51.4098
0.574319 51.415
0.509613 51.4113
0.537652 51.429
0.582648 51.4343
0.619213 51.4379
0.641582 51.4625
0.697846 51.4661
0.672416 51.4836
0.621708 51.4923
0.55692 51.5026
0.525922 51.5096
0.494977 51.5078
0.444506 51.4761
0.416426 51.4655
0.362956 51.4654
0.326309 51.4758
0.391026 51.4777
0.421952 51.483
0.435878 51.5076
0.441394 51.5269
0.469546 51.5252
0.50609 51.5323
0.491876 51.5567
0.519977 51.5638
0.565034 51.5587
0.534119 51.5516
0.562323 51.5412
0.615783 51.543
0.660707 51.5606
0.70861 51.5502
0.733989 51.5415
0.776181 51.5452
0.812684 51.5592
0.809746 51.5802
0.837734 51.6065
0.857341 51.6223
0.890989 51.6433
0.910616 51.6556
0.918956 51.673
0.927296 51.6905
0.93278 51.715
0.935472 51.7359
0.92406 51.762
0.895878 51.7689
0.873425 51.7584
0.84818 51.7444
0.803184 51.7391
0.761073 51.7215
0.730076 51.7284
0.696296 51.7301
0.718675 51.7528
0.763681 51.7564
0.788968 51.7634
0.825553 51.7635
0.859262 51.774
0.859563 51.779
0.866752 51.7934
0.873941 51.8078
0.888318 51.815
0.899102 51.815
0.909885 51.8222
0.924263 51.8186
0.935046 51.8222
0.94583 51.8258
0.953018 51.833
0.953018 51.8401
0.953018 51.8473
0.954494 51.8508
0.979903 51.8369
1.00809 51.83
1.04751 51.8267
1.0279 51.811
1.0252 51.7918
1.07307 51.7867
1.10681 51.792
1.1349 51.8008
1.16014 51.8165
1.18539 51.8287
1.22188 51.8445
1.24151 51.8567
1.26394 51.8706
1.26383 51.8897
1.23009 51.8844
1.19628 51.8913
1.22985 51.9244
1.24382 51.9417
1.25499 51.9574
1.22681 51.9625
1.15363 51.9641
1.09457 51.9588
1.05511 51.9691
1.09446 51.9761
1.12255 51.9848
1.16759 51.9832
1.21263 51.9816
1.2576 51.9921
1.22659 52.0007
1.2547 52.0059
1.28583 51.9765
1.30848 51.954
1.33657 51.9628
1.35619 51.975
1.39544 52.001
1.42343 52.0271
1.4374 52.0444
1.47108 52.0583
1.5076 52.0705
1.54128 52.0862
1.56373 52.0966
1.58051 52.1139
1.59444 52.1381
1.60837 52.1606
1.63068 52.1952
1.63338 52.2142
1.63606 52.2366
1.63874 52.259
1.64146 52.2762
1.6526 52.2952
1.66932 52.3228
1.68891 52.3417
1.71962 52.383
1.73911 52.4174
1.74448 52.4603
1.75556 52.4912
1.76089 52.5408
1.76358 52.5614
1.75499 52.5853
1.73792 52.6161
1.74623 52.6383
1.7433 52.657
1.73189 52.6826
1.71205 52.7065
1.69499 52.7354
1.66957 52.7507
1.64414 52.7677
1.61588 52.7863
1.58201 52.8033
1.55657 52.8219
1.50862 52.8388
1.48038 52.8557
1.44085 52.8777
1.41545 52.8896
1.38721 52.9048
1.35337 52.9166
1.30546 52.9284
1.27446 52.9351
1.23497 52.9503
1.18707 52.9586
1.14485 52.9602
1.11108 52.9602
1.06889 52.9567
1.03227 52.9617
0.992853 52.965
0.939435 52.9564
0.863411 52.963
0.821208 52.9612
0.773305 52.9713
0.71702 52.9711
0.688858 52.9745
0.660686 52.9795
0.615638 52.9828
0.567796 52.9827
0.534036 52.9809
0.497677 52.9435
0.480905 52.9249
0.472627 52.8977
0.453133 52.8637
0.439257 52.8313
0.411372 52.7888
0.371963 52.7904
0.332471 52.8056
0.293082 52.8038
0.25092 52.7952
0.225655 52.785
0.231057 52.8224
0.200019 52.8359
0.177361 52.8596
0.146353 52.8681
0.104017 52.8884
0.0336208 52.895
0.00553036 52.8865
-0.0337563 52.8677
-0.0282812 52.8932
0.00814915 52.9187
0.0390234 52.9324
0.0136242 52.9442
0.0614548 52.946
0.0978651 52.9749
0.111802 52.9969
0.153851 53.0241
0.218342 53.0632
0.268782 53.0988
0.288399 53.1124
0.319304 53.1208
0.347291 53.1462
0.366765 53.1834
0.360941 53.2154
0.349387 53.2642
0.332367 53.2861
0.304072 53.3112
0.272962 53.3364
0.241799 53.3699
0.216277 53.4017
0.199248 53.4252
0.18227 53.4402
0.168056 53.4637
0.153892 53.4787
0.136893 53.4971
0.0918465 53.5004
0.0664253 53.5154
0.0296564 53.5454
-0.0126905 53.567
-0.0381012 53.5803
-0.0719633 53.5953
-0.108568 53.5986
-0.131247 53.6252
-0.167944 53.6435
-0.184953 53.6635
-0.216053 53.6868
-0.244287 53.7017
-0.272511 53.715
-0.314817 53.7298
-0.3851 53.718
-0.444137 53.7079
-0.477825 53.6945
-0.517183 53.6878
-0.54814 53.6877
-0.5876 53.6976
-0.646749 53.7058
-0.69723 53.6774
-0.733917 53.694
-0.762111 53.7022
-0.711507 53.7107
-0.674973 53.7191
-0.627296 53.7458
-0.590692 53.7426
-0.508946 53.7211
-0.480834 53.7262
-0.449888 53.7279
-0.407717 53.7346
-0.371194 53.7447
-0.312168 53.7565
-0.267109 53.7516
-0.241628 53.7267
-0.196425 53.6985
-0.139987 53.6736
-0.108938 53.6587
-0.035718 53.6505
0.0120316 53.6656
0.0909004 53.6541
0.116311 53.6408
0.102384 53.6174
0.138978 53.6158
0.152864 53.6459
0.130187 53.6725
0.0876856 53.7191
0.0367842 53.7589
0.0056839 53.7821
-0.0198498 53.8153
-0.0565367 53.8318
-0.0707312 53.8517
-0.110326 53.8832
-0.130251 53.9196
-0.147239 53.9362
-0.161412 53.9527
-0.169978 53.9725
-0.181358 53.9924
-0.198439 54.0238
-0.209798 54.0402
-0.218344 54.0568
-0.215642 54.0749
-0.207303 54.0915
-0.145514 54.1114
-0.111773 54.1164
-0.0808792 54.1264
-0.131679 54.1493
-0.188045 54.1624
-0.252873 54.1787
-0.283963 54.2001
-0.286901 54.2198
-0.343401 54.2543
-0.380068 54.2673
-0.394294 54.2919
-0.408487 54.3116
-0.42832 54.3329
-0.450968 54.3542
-0.470943 54.3984
-0.485118 54.4147
-0.519011 54.4343
-0.538824 54.4523
-0.552998 54.4686
-0.572842 54.4915
-0.603859 54.5012
-0.654525 54.5027
-0.688449 54.5272
-0.722322 54.5434
-0.758969 54.5531
-0.815376 54.5726
-0.868867 54.5757
-0.922408 54.5871
-0.956282 54.6033
-0.984393 54.5983
-1.02102 54.6048
-1.052 54.608
-1.08868 54.6242
-1.14493 54.6176
-1.20388 54.5946
-1.24609 54.5945
-1.23776 54.6124
-1.2154 54.6369
-1.20439 54.676
-1.21017 54.6988
-1.24128 54.7231
-1.28366 54.7507
-1.30073 54.7798
-1.32338 54.8009
-1.34897 54.8414
-1.36325 54.8753
-1.38315 54.9061
-1.38045 54.9238
-1.39206 54.9804
-1.42039 55.0094
-1.4628 55.04
-1.46572 55.0577
-1.49406 55.0882
-1.5253 55.1316
-1.54515 55.1557
-1.56215 55.1734
-1.55102 55.1943
-1.55124 55.228
-1.57955 55.2536
-1.59378 55.2792
-1.59672 55.2985
-1.60543 55.3401
-1.61125 55.3705
-1.62263 55.3896
-1.62557 55.4088
-1.6229 55.4312
-1.6174 55.4519
-1.61479 55.4822
-1.62059 55.5093
-1.64046 55.5364
-1.66316 55.565
-1.67738 55.5872
-1.7197 55.6046
-1.76482 55.6188
-1.80144 55.6235
-1.81561 55.6394
-1.83262 55.6584
-1.91151 55.6725
-1.90602 55.6932
-1.94272 55.7121
-1.97667 55.739
-2.053 55.7927
-2.06356 55.821
-2.06353 55.8226
-2.07417 55.8479
-2.0906 55.867
-2.12142 55.872
-2.13795 55.8863
-2.14598 55.9037
-2.18801 55.9104
-2.22427 55.9232
-2.26653 55.9204
-2.30301 55.9238
-2.35071 55.9289
-2.38427 55.937
-2.42322 55.9547
-2.44812 55.9722
-2.49004 55.9835
-2.53211 55.9885
-2.57141 55.992
-2.60519 55.9906
-2.59615 56.0157
-2.61828 56.0316
-2.64895 56.0428
-2.67977 56.0478
-2.71337 56.0543
-2.74719 56.0514
-2.78652 56.0533
-2.82323 56.0473
-2.86009 56.035
-2.86347 56.0114
-2.89208 55.9912
-2.90937 55.974
-2.94338 55.9633
-2.97717 55.962
-3.0027 55.9527
-3.03668 55.9435
-3.07324 55.9438
-3.12082 55.9536
-3.1516 55.9601
-3.2104 55.9716
-3.24966 55.9766
-3.28052 55.98
-3.33665 55.9851
-3.37028 55.9901
-3.40684 55.9903
-3.45173 55.9954
-3.48544 55.9972
-3.51903 56.0038
-3.57501 56.0152
-3.62294 56.0108
-3.67041 56.0253
-3.72901 56.0446
-3.74555 56.0589
-3.76767 56.0748
-3.80093 56.0954
-3.84836 56.1115
-3.80914 56.1049
-3.75889 56.0888
-3.72833 56.0729
-3.70336 56.0586
-3.65285 56.0535
-3.61059 56.0563
-3.55446 56.0512
-3.53515 56.0353
-3.48464 56.0302
